character,line,episode
Pam:," Yeah, maybe I'll just move in with my boyfriend 'cause he's kind of a slob, too. ",no4-10.php
Jim:," OK, sure. Let's do it. [Pam laughs]",no4-10.php
Pam:," No, I umm, well I'm not gonna, I'm, I'm not gonna move in with anyone unless I'm engaged. ",no4-10.php
Jim:," Have I not proposed to you, yet?",no4-10.php
Pam:," Hmm, I don't, know...",no4-10.php
Jim:," Oh, well, that's coming. [smiles]",no4-10.php
Pam:," Oh, right now? ",no4-10.php
Jim:," No. Not gonna do it right here, that would be rather lame. ",no4-10.php
Pam:," OK, so then, when? ",no4-10.php
Jim:," Pam, I'm not gonna tell you. Hate to break it to you, but that's not how that works. ",no4-10.php
Pam:," Oh, right, yeah. ",no4-10.php
Jim:," Wait, I'm serious. It's happening. ",no4-10.php
Pam:, Ohh kay. ,no4-10.php
Jim:," And when it happens, it's going to kick your ass, Beesly. So... stay sharp. ",no4-10.php
Pam:, I've been warned. ,no4-10.php
Jim:, I am not kidding. [shows camera an engagement ring] Got it a week after we started dating. ,no4-10.php
Michael:, I don't know man. I was with Jan for so long. I was excited about meeting somebody new. Put my heart out there. It's just... [sighs] ,no4-10.php
Dwight:, You know what you need? Closure. ,no4-10.php
Michael:, You're right. What do you mean though? ,no4-10.php
Dwight:," There was a woman in your life who affected you very deeply, and she left before you could say good bye. I think you need to say good bye. ",no4-10.php
Michael:, Hmm.,no4-10.php
Dwight:, Come on. I'll drive.,no4-10.php
Kevin:, We did it.,no4-10.php
Andy:, [at same time as Kevin] I did it.,no4-10.php
Kevin:, We got our spaces back. ,no4-10.php
Oscar:, Wow. [Stanley laughs and high fives Kevin],no4-10.php
Pam:, Nice job. ,no4-10.php
Jim:, Nice. [fist bumps Kevin],no4-10.php
Andy:," Yeah, there it is. You're welcome. ",no4-10.php
Andy:," Did I do this for me? No, I did this for the little guy. For Joe Sixpack. The guy who wakes up every morning in his four hundred dollar a month apartment, wonders how's he gonna pay his mortgage that month. Wonders how he's gonna fill his car up with oil. Wonders how I'm gonna pay my kid's orphanage bills. That guy shouldn't have to wonder where he's gonna park. ",no4-10.php
Michael:, [looking at the chair model's headstone] How did she die?,no4-10.php
Dwight:, I guess you could say she died of blunt force trauma and blood loss. She got in a car accident and plowed into the side of an airplane hanger. ,no4-10.php
Michael:, God.,no4-10.php
Dwight:, Yeah.,no4-10.php
Michael:, She was so innocent. ,no4-10.php
Dwight:, She was stoned apparently. ,no4-10.php
Michael:," You know I used to think that I had this perfect person out there waiting for me, but knowing that, that's just silly because she's dead. What do you do? ",no4-10.php
Dwight:, You wait until next year's chair catalog comes out and you find someone who's still alive. ,no4-10.php
Michael:," Oh, you move on. ",no4-10.php
Dwight:, Yeah. ,no4-10.php
Jim:, Where do you want to go for dinner?,no4-10.php
Pam:," I don't know, I kind of hate all our regular places right now. Oh, you know what [Jim gets down on one knee], that one...",no4-10.php
Jim:," Hey Pam, will you wait for me one second while I tie my shoe? ",no4-10.php
Pam:, [smiling] I hate you. [walks away],no4-10.php
Jim:," What? My shoe is untied. What is your problem? [Pam laughs] Oh my God, you thought I wa--- oh.",no4-10.php
Pam:," Oh, oh.",no4-10.php
Jim:," No, no, no.",no4-10.php
Pam:, How could I have thought that? How could I have thought that?,no4-10.php
Michael:," [singing] Bye, bye, Ms. Chair Model lady. I dreamt that we were married and you treated me nice. We had lots of kids...drinking whiskey and rye, oh why'd you have to go off and die? Why'd you have to go off [with Dwight] and die? ",no4-10.php
Michael/Dwight:," [singing] OH! You believe in rock 'n roll. Can music save your mortal soul? And then [jumbling up the words] can you have to dance real slow. Well, I know that you're in love with him. 'Cause I saw you dancing in the gym. [more jumbled words] 'You both kicked off your shoes. Those rhythm and blues...",no4-10.php
Michael:, Return.,no4-10.php
Dwight:, Rhythm and blues...,no4-10.php
Michael:, This'll be [with Dwight] the day that I died.,no4-10.php
Michael:," It is moving day.  I have spent the last month here at Dwight's lovely farm, taking a little bit of a vacation, clearing my head after Jan and I, um [Dwight puts his fingers to his head and makes a shooting noise] ssp... No, I did not kill her.  We were just at different places in our lives.  No, I thought I'd be the bigger man and allow her to stay at the condo.  She has since moved on; she is staying with her sister in Scottsdale.  Fresh outlook, and it's all good.",no4-10.php
Dwight:," Okay, so look that over, make sure it's accurate.",no4-10.php
Michael:, Oh.  What is this?,no4-10.php
Dwight:," Your bill, minus the ten percent Dunder Mifflin corporate discount.",no4-10.php
Michael:, You were charging me?  I'm your friend.,no4-10.php
Dwight:, You occupied the America room for six weeks.  That's our most popular room.,no4-10.php
Michael:, There was no other guest the entire time I was here.,no4-10.php
Dwight:, Right.  Because you were in the America room.  In an election year.,no4-10.php
Michael:," Okay.  All right, Dwight.  Take my money.  Go ahead.  Keep in mind that this whole thing was just a business transaction.  The late nights, the talks, the slumber parties, the crying jags, that was all business, that had nothing to do with friendship, and being friends.  Just ring me up.  Go ahead [Dwight tears up bill].",no4-10.php
Michael:," Thank you, Dwight.",no4-10.php
Dwight:," We don't take debit cards, anyway.",no4-10.php
Michael:," Dwight, little help with the bags, please.",no4-10.php
Michael:,"  So, what about you, Angela?  Do you have any single friends?",no4-10.php
Angela:,  I don't.,no4-10.php
Michael:,"  A cute little religious type, someone who wears a uniform, or...",no4-10.php
Angela:,  A Catholic schoolgirl?,no4-10.php
Michael:," No, no, obviously older.",no4-10.php
Angela:,  A nun?  ,no4-10.php
Michael:,"  Love.  Marriage.  Baby carriage.  Those have been my goals ever since I heard that song.  Jan and I had love.  We did not have marriage.  We did have a baby carriage, which I got her for bringing groceries home, after she got a DUI.",no4-10.php
Kelly:,"  Hi, Michael. ",no4-10.php
Michael:,"  [sitting at her desk] Hey, Kelly.",no4-10.php
Kelly:,"  Yeah, what are you doing here?",no4-10.php
Michael:,  Nothing.  Just hangin'.  Chillin'.  No agenda.  Would you consider hookin' me up with one of your friends?,no4-10.php
Kelly:,"  Oh, all my friends are crazy.  My one friend, Brianna... ",no4-10.php
Michael:,  Yeah?,no4-10.php
Kelly:,"  Oh, my God...",no4-10.php
Michael:,  That's hilarious.  What's her number?,no4-10.php
Kelly:,  She's 23.,no4-10.php
Michael:,"  Mmm... nah, that's too young.",no4-10.php
Kelly:,"  Actually, I know a ton of people that I can set you up with!",no4-10.php
Michael:,  Oh.,no4-10.php
Kelly:,"  Some of my friends' parents, they're getting divorced now.  [Michael gets up and starts walking away] So I think some of those, like, older ladies, they're really looking for a guy to go on a date with.",no4-10.php
Michael:,"  ['Rita Klondike 507' is written on an index card] All right, time's up!  Pencils down.  Please pass your future Mrs. Michael Scotts forward.",no4-10.php
Toby:,"  Forcing your employees to set you up is not a, uh, uh, technical violation of any Dunder Mifflin rule.  You know, but neither is forcing them to help you with a shot-by-shot remake of Indiana Jones.  Huh-how do you make a rule book like that?",no4-10.php
Michael:,   Pammy?,no4-10.php
Pam:,  I don't have anybody.,no4-10.php
Michael:,  You don't have one single girlfriend? ,no4-10.php
Pam:,  No...,no4-10.php
Michael:,"  I'm not looking for a perfect 10 here, just somebody to hang out with.  Just fun, healthy young woman.",no4-10.php
Pam:,  Sorry. ,no4-10.php
Michael:,"  A kindergarten teacher, who is great with kids, maybe an ex-model, and now she wants to do something with her brain?",no4-10.php
Pam:,"  No, I don't, I...",no4-10.php
Michael:,  How 'bout a professional volleyball player who models on the side?,no4-10.php
Pam:,  I just...,no4-10.php
Michael:,"  You know, just a fun, guh, look, there, here, it doesn't have to be a model.  I'm not, don't rule out model, but just in terms of models, there are like twenty different categories.  There's face models, hand models, body models [Jim raises hand] - yes.",no4-10.php
Jim:,  I actually know a sex model.,no4-10.php
Michael:,  Really?,no4-10.php
Jim:,"  Yep.  Yeah.  She's blind, is that a problem? ",no4-10.php
Michael:,"  No, I am, it's all about the personality, Jim.",no4-10.php
Jim:,  Okay.,no4-10.php
Pam:,  Are you talking about Beverley? ,no4-10.php
Jim:,  Yes.,no4-10.php
Pam:,  Because she's not a sex model.  She's a tollbooth operator.,no4-10.php
Jim:,"  Oh, yeah.",no4-10.php
Michael:,  Send me a picture.,no4-10.php
Michael:,"  So far, these are my leads.  A blind tollbooth operator and a twelve hundred pound catcher.  It's a start.",no4-10.php
Pam:, What's wrong Michael?,no4-11.php
Michael:, I got gum in my hair.,no4-11.php
Pam:, You do.,no4-11.php
Michael:," This just stinks. Don't touch it, please don't touch it.",no4-11.php
Dwight:, You've got a ton of dandruff.,no4-11.php
Michael:," OK, let me be.",no4-11.php
Jim:, How'd you get gum in your hair?,no4-11.php
Michael:," I was walking in and I noticed something shinny under Stanley's car and I got under to see what it was and I messed up my hair, all for a stupid piece of tinfoil.",no4-11.php
Jim:," But best case scenario, you thought it was a quarter.",no4-11.php
Michael:, Kill me... right now.,no4-11.php
Pam:, We have peanut butter in the kitchen.,no4-11.php
Michael:, I don't feel like peanut butter. Get me an ice cream sandwich.,no4-11.php
Jim:," Nope. Not for you it's for your hair, and it is 9 am.",no4-11.php
Pam:," No Dwight, not the good peanut butter. People are going to get mad.",no4-11.php
Michael:," Hey, hey, hey. This is my hair we're talking about.",no4-11.php
Michael:, Smells good.,no4-11.php
Dwight:, Taste good too.,no4-11.php
Michael:, Oh don't. That's disgusting.,no4-11.php
Dwight:, Wow! Lot of calories.,no4-11.php
Michael:," Well just don't leave it on too long. Keep massaging please. Ah yeah, that's nice.",no4-11.php
Dwight:," Hey Michael, how was your date last night?",no4-11.php
Michael:, [sighs],no4-11.php
Michael:,"  I will be honest; the dating has not been going well. Look, men are visual creatures. We crave beauty, like a piece of fine art by any number of renowned artists, or an arty photograph of Cindy Crawford nude... that, but the women I'm getting fixed up with are, egh! Not that they aren't nice, or that have great personalities, they just... They just lack a certain... Crawfordness.",no4-11.php
Oscar:," I am livid, Absolutely livid.",no4-11.php
Angela:, It's ridiculous.,no4-11.php
Ryan:," Yes, I'm having the Scranton branch come in on one Saturday so they can re-enter sales that they made on the phone as sales that were made by the website which they should have done in the first place, if the website had been working.",no4-11.php
Ryan:, My favorite branch. How's everybody doing?,no4-11.php
Jim:," Hey man, you mind if I run something by you?",no4-11.php
Ryan:, Love it. Go.,no4-11.php
Jim:," Well, I kinda feel like what we have going for us is our customer service, and no matter how we change this up, I don't know that a website's going to be able to replace that.",no4-11.php
Ryan:," I can tell you thought about this a lot, I appreciate that.",no4-11.php
Jim:, Thanks.,no4-11.php
Ryan:," David Wallace does too. You told him all about this at the Christmas party, right?",no4-11.php
Jim:, Did I? I don't...,no4-11.php
Ryan:, You did. Yeah.,no4-11.php
Jim:, Hmm.,no4-11.php
Ryan:, Watch your back Jim. I'm just kidding.,no4-11.php
Michael:," Ladies and Gentlemen, may I have your attention please. I know that a lot of you are very angry with Ryan because he is the reason we all have to come in tomorrow, however, I swear to God, If any of you hurts him in any way emotionally or taunts him or makes fun of his height or his half beard or...",no4-11.php
Ryan:, Ok thanks Michael.,no4-11.php
Michael:, Yeah.,no4-11.php
Ryan:, I'm here today to do some creative problem solving about Dunder Mifflin Infinity and field your questions.,no4-11.php
Dwight:, Question.,no4-11.php
Ryan:, Dwight.,no4-11.php
Dwight:, Why am I being forced to come in tomorrow and pretend that a website made sales that I made?,no4-11.php
Ryan:, This is a temporary measure to increase the legitimacy of the site.,no4-11.php
Stanley:," I don't like when my clients call me to help them use the website, I'm not seeing commissions on that.",no4-11.php
Ryan:," I hear you Stanley, that is a great observation. Problems like that will not happen when we launch Dunder Mifflin Infinity 2 point O.",no4-11.php
Stanley:, When will that be?,no4-11.php
Ryan:, TBD. Phyllis?,no4-11.php
Phyllis:, Did the police solve the problem with the...,no4-11.php
Ryan:," Yes, yes they did, yes they did.",no4-11.php
Ryan:," Yes, the social networking feature of the Dunder Mifflin Infinity website was infiltrated by sexual predators.",no4-11.php
Dwight:, I don't understand why our website has to have social networking at all.,no4-11.php
Jim:,"  Yeah, I actually have to agree with Dwight on that one.",no4-11.php
Ryan:," It's all about creating a one stop shop consumer experience, alright? You're chatting with your friends, you're talking about the latest music, about the election; all of it is happening in our virtual paper store.",no4-11.php
Jim:," And then an older gentleman asked you ""Boxers or briefs?""",no4-11.php
Creed:," I don't get the big fuss here, I like the site.",no4-11.php
Kelly:," If I'd have created a website with as many problems, I'd kill myself.",no4-11.php
Ryan:, Do you have a question Kelly?,no4-11.php
Kelly:," Yeah I have a lot of questions. Number one, how dare you?",no4-11.php
Michael:," [slow clapping] Ryan has done a very good job, and I am not applauding sarcastically. Think about it, a month ago nobody would go on this site because we were worried about getting molested, or losing our identity, having it stolen. But now, at a time TDB, all of the problems will be in the past. Ya done good kid, ya done good.",no4-11.php
Michael:, Well it has been nice seeing you again my friend.,no4-11.php
Ryan:, You too.,no4-11.php
Michael:," Oh Ryan, I need a girlfriend so bad. [hugs Ryan]",no4-11.php
Ryan:, Michael let me go. Let me go Michael.,no4-11.php
Michael:, Argh. Alright. Do you know any girls in New York you might want to hook me up with? Some that might be interested in a guy like me.,no4-11.php
Ryan:, Na.,no4-11.php
Michael:, Na?,no4-11.php
Ryan:, Sorry man.,no4-11.php
Michael:, Well you tried.,no4-11.php
Ryan:," But seriously, you should see the girls I meet at clubs in the city.",no4-11.php
Michael:, Yeah.,no4-11.php
Ryan:, Unreal.,no4-11.php
Michael:, They sound great.,no4-11.php
Ryan:," Bye everyone. Stay real Scranton, alright. Peace.",no4-11.php
Michael:, Would you have sex with Meredith?,no4-11.php
Jim:, What?,no4-11.php
Michael:, Do you think she'd keep it quiet?,no4-11.php
Jim:, I'm gonna go to my desk.,no4-11.php
Michael:," Jim, it's not the horniness, ok it's the loneliness that...",no4-11.php
Jim:, I know.,no4-11.php
Michael:, Let's go to New York. We'll go clubbing with Ryan.,no4-11.php
Jim:, I can't.,no4-11.php
Michael:," Yes you can, you're single, I'm single. It'll be awesome.",no4-11.php
Jim:, I'm not single.,no4-11.php
Michael:, Who you dating?,no4-11.php
Jim:, Pam.,no4-11.php
Michael:, That's still going on?,no4-11.php
Michael:," Ok, Dwight grab your stuff, we're going to New York to party with Ryan and to meet girls.",no4-11.php
Dwight:, Yeah!,no4-11.php
Andy:, Oh yes! Count me in dudes. I am in some serious need of some bro' time. Old ball and chain's been a lot more chain than ball lately if you know what I'm saying.,no4-11.php
Angela:, I'm right here.,no4-11.php
Dwight:," No, singles only, singles only. Also three is unlucky. Curse of three.",no4-11.php
Michael:," Sorry Andy. Cannot take any chances on curses, not tonight. Let's go. Everybody, I will see you tomorrow, Saturday morning, probably wearing the same clothes that I am wearing right now, If you catch my drift.",no4-11.php
Angela:, We get it.,no4-11.php
Michael:, I am going to go get laid. Goodbye.,no4-11.php
Dwight:, [laughs] With sex!,no4-11.php
Michael:," That's... I, I think that...",no4-11.php
Jim:," You know what? If we all stayed a couple of hours late tonight without Michael distracting us, we wouldn't have to come in at all tomorrow.",no4-11.php
Jim:," So I caught everyone before they left and I told them my idea, and they loved it. Because this is a group that respects good ideas... the one time a year they hear one.",no4-11.php
Michael:, Ryan's assistant told us that he would be at this club this evening. It is called Prerogative.,no4-11.php
Michael:, Place is packed.,no4-11.php
Dwight:, Fire hazard.,no4-11.php
Michael:," Packed with beautiful babies. Swingers. Classic. John Favreau, tall guy from DodgeBall.",no4-11.php
Dwight:, Women look like white slaves.,no4-11.php
Michael:," No, they're just hotties.",no4-11.php
Ryan:," I don't know man, when you think about it, Cabo's really the third world. I don't go to a place like that to see more poverty you know. You go there to get some glamour.",no4-11.php
Michael:, Hey.,no4-11.php
Ryan:, Michael.,no4-11.php
Michael:, Hey!,no4-11.php
Ryan:, What are you doing here?,no4-11.php
Michael:," Well you know, just taking you up on your offer to party, so tada.",no4-11.php
Ryan:, That is so awesome man!,no4-11.php
Michael:, Alright!,no4-11.php
Ryan:, And you brought this guy!,no4-11.php
Michael:, Yeah.,no4-11.php
Ryan:, Aww!,no4-11.php
Michael:," Ryan, it's Michael and Dwight.",no4-11.php
Ryan:, I know it's you guys.,no4-11.php
Michael:, Ok.,no4-11.php
Ryan:, I'm so psyched you're here!,no4-11.php
Michael:, Well.,no4-11.php
Ryan:, Woooo!,no4-11.php
Michael:, Alright!,no4-11.php
Ryan:, Let's get a drink.,no4-11.php
Michael:, Let's do it!,no4-11.php
Jim:," Thanks a lot guys, Good job.",no4-11.php
Kevin:, Later.,no4-11.php
Jim:, Nice job everybody. Great work.,no4-11.php
Stanley:, Did you not tell the security guard we were working late?,no4-11.php
Jim:," Nope. I didn't, but let's go inside and I can call him right now.",no4-11.php
Pam:," You can't, I locked the office from the inside when we left.",no4-11.php
Stanley:," Perfect, you guys worked together on this one. If I'm not in my bath with a glass of red wine in an hour, you're both dead.",no4-11.php
Pam:," There is a master key and a spare key for the office. Dwight has them both. When I asked, ""What if you die Dwight, how will we get into the office?"" He said, ""If I'm dead, you guys have been dead for weeks.""",no4-11.php
Ryan:," Guys, I want you to meet a really good friend of mine, this is Troy.",no4-11.php
Michael:," Hey, nice to meet you.",no4-11.php
Troy:," Hey, how ya doing?",no4-11.php
Dwight:," Hey, Dwight. You resemble a Tolkien character.",no4-11.php
Ryan:," Ah, he basically is man. He's a regular banking wizard.",no4-11.php
Dwight:," No, no, no. Not a wizard, a hobbit.",no4-11.php
Ryan:, Bottle service ya'll?,no4-11.php
Michael:," Oh ok, all I know is I would like some chicken fingers and a Midori Sour.",no4-11.php
Waitress:, We don't serve food here.,no4-11.php
Michael:," Oh ok, then just bring me two cups, one with olives and another filled with maraschino cherries.",no4-11.php
Dwight:, Do you live in a regular sized house?,no4-11.php
Ryan:," Yeah. He's a normal guy, he's cool.",no4-11.php
Jim:, You really don't have his phone number?,no4-11.php
Pam:," I told you, I have the number that rings here. Do you want that number?",no4-11.php
Toby:, I might have it in here.,no4-11.php
Pam:, Aw! That's great Toby.,no4-11.php
Toby:, It's so random that I have it.,no4-11.php
Pam:," Toby, you're the best.",no4-11.php
Toby:," When I put it in I thought it would be a waste of time, but I guess it was worth it.",no4-11.php
Jim:," Great, It's under here as Security Guard home. Did you not get his name? Or...",no4-11.php
Toby:, No.,no4-11.php
Jim:, It's ringing. Does anybody have his name? Quick.,no4-11.php
Andy:," Yes, it's Eddie.",no4-11.php
Jim:," It's not, it's not Eddie, it's ah, Evan or...",no4-11.php
Creed:," Hank, his name is Hank.",no4-11.php
Jim:," No guys his name's not Hank, it's ah, is it Edgar?",no4-11.php
Phyllis:, Elliot.,no4-11.php
Oscar:, Elliot!,no4-11.php
Jim:," Is it Elliot? Hey ch... chief, this is Jim Halpert from um... where you work. You're the guy who sits behind the desk... you're, you're the, the Afri... African-American guy, I mean you're. Ah... Who, Who've I got here?",no4-11.php
Ryan:, Dwight Schrute man. How's Schrute Farms?,no4-11.php
Dwight:, Good.,no4-11.php
Ryan:, This guy owns his own beet farm.,no4-11.php
Troy:, Insane.,no4-11.php
Dwight:, Well it's weevil season but we were prepared.,no4-11.php
Ryan:," Weevils, what a crazy word man. What? I don't even know what that means. What does that mean?",no4-11.php
Dwight:," They lay their eggs inside the unripe beet root, then come spring time the babies eat their way out.",no4-11.php
Ryan:," Crazy. That's too much for me man, I'm gonna hit the bathroom.",no4-11.php
Dwight:, You've already been several times.,no4-11.php
Ryan:, Yeah.,no4-11.php
Dwight:, Maybe you have some kinda bladder infection.,no4-11.php
Ryan:," I don't know, maybe.",no4-11.php
Dwight:, I'll order you some cranberry juice.,no4-11.php
Ryan:," With vodka, you're the best.",no4-11.php
Dwight:, [to troy] Do you have powers?,no4-11.php
Jim:," [on phone] Oh thank you Hank. You are a lifesaver, Hank. Appreciate it. [to office co-workers] Alright, so Hank is gonna come down here and he's gonna let us all out. [lowers voice] He said it should just be under an hour, so... [everyone groans] we did it.",no4-11.php
Oscar:, We should all make sure to give him a big tip this Christmas. ,no4-11.php
Toby:," Sorry guys, but I don't think I tipped him for last year's.",no4-11.php
Angela:," Yeah, neither did I. ",no4-11.php
Phyllis:, Jim was supposed to collect it. ,no4-11.php
Jim:, Yup...,no4-11.php
Kevin:," Way to go, man.",no4-11.php
Kelly:, Now he's never gonna come. ,no4-11.php
Andy:," By a show of hands, who thinks we're a better couple than Jim and Pam? [people raise hands]",no4-11.php
Pam:, Phyllis.,no4-11.php
Michael:," I umm, thought about getting a tattoo on my back as well at one point. I was thinking about getting ""Back to the Future.""  ""Back"" because it's on my back and ""Future"" because I'm the kind of guy who likes to look ahead into the future. I just think a tattoo should mean something, you know? And it's my second favorite movie. ",no4-11.php
Girl in Club:, I've never heard of that movie. ,no4-11.php
Michael:," Back to the Future? [she shakes head] Oh, wow. Well you should take a, a film education course. ",no4-11.php
Girl in Club:, How old are you?,no4-11.php
Michael:, Forty... I'm in my forties. ,no4-11.php
Girl in Club:, Wow. That's so cool. ,no4-11.php
Michael:, Nuhh...,no4-11.php
Girl in Club:, Well I'm gonna go back to my group now.,no4-11.php
Michael:," Oh, OK. ",no4-11.php
Girl in Club:, Thanks for the drink.,no4-11.php
Michael:, You are welcome. ,no4-11.php
Michael:, This place is like sexy pre-school. ,no4-11.php
Ryan:, Did you want a place where we could meet older women? ,no4-11.php
Michael:,. ,no4-11.php
Ryan:, Hell yeah. I'll hook it up. [smashes beer bottle on the floor],no4-11.php
Michael:," Ahh, wow. That's dangerous. ",no4-11.php
Ryan:," [to bouncer] Check again, Ryan Howard. ",no4-11.php
Dwight:," [to tall woman in front of him, tapping her shoulder] Excuse me. ",no4-11.php
Tall Girl #1:, Yeah?,no4-11.php
Dwight:, [referring to girls in front of him] How did you all find each other?,no4-11.php
Tall Girl #1:," Uh, we're the Jersey State Varsity Basketball team. Northeast Regional Champs.",no4-11.php
All Girls:, Wooo!,no4-11.php
Dwight:, Amazons. ,no4-11.php
Ryan:," [to Dwight, Michael and Troy] It's off. It's not the dude I know. It's some other loser who won't let us in without chicks. ",no4-11.php
Michael:, You're kidding.,no4-11.php
Ryan:, Let's bail. [starts to leave],no4-11.php
Dwight:," Ok, wai, wai, wai, wait, wait. [turns Ryan around annd points to basketball players] You two, Jersey State girls, let's go. ",no4-11.php
Tall Girl #2:, We're not going unless we can all go. ,no4-11.php
Dwight:," OK. You know what, fine. Let's go, two girls to a guy. Come on, let's do it. C'mon, Ryan. Move out. OK, three or four with him [referring to Troy]. Let's go, c'mon. Here we go. ",no4-11.php
Toby:," Hey, look what I found in the back. [shows a football to Pam] Wanna play? Teach you to throw. ",no4-11.php
Pam:, I know how to throw a football. ,no4-11.php
Toby:, Course you do.,no4-11.php
Andy:," Yeah, Pam! Hit me up! Go long. Woo! [Pam throws football, hits Meredith's face]",no4-11.php
Meredith:, Owww!,no4-11.php
Kevin:, Oh God. ,no4-11.php
Bartender:, There you go.,no4-11.php
Dwight:," Wait, wait a minute, what's this, I didn't order this?",no4-11.php
Bartender:, It's for you. From them. [points to Jersey State girls across the bar],no4-11.php
Dwight:, Oh. [dumps drink out] ,no4-11.php
Troy:, What are you doing man?,no4-11.php
Dwight:, It's not safe. Anything could have been in there. [to girls] Nice try. ,no4-11.php
Michael:, I've never met anyone who does that. You wash dogs? Very cool. ,no4-11.php
Girl in 2nd club:, That's one aspect of small pet grooming. What do you do?,no4-11.php
Michael:, I am a bank teller. ,no4-11.php
Michael:, Ryan told me to always tell women you work in finance. ,no4-11.php
Girl in 2nd club:, Cool. ,no4-11.php
Michael:, I think so.,no4-11.php
Girl in 2nd club:, Yeah. ,no4-11.php
Michael:," Yeah, I have fun. ",no4-11.php
Girl in 2nd club:, I'm just gonna just use the powder room.,no4-11.php
Michael:, All right. ,no4-11.php
Girl in 2nd club:, So I'll see ya soon. ,no4-11.php
Michael:," Very perfect. [girl walks away, Michael laughs] Oh my [notices Dwight making out with Tall Girl #1] This needs to be shared. [takes a picture with his camera phone] [Cut to the office - All Office co-workers cell phones go off. They notice the picture Michael has sent and all groan]",no4-11.php
Michael:, She washes dogs. ,no4-11.php
Ryan:, You're doing it man. ,no4-11.php
Michael:," I know. I don't wanna get ahead of myself, but I think I want her to meet my mom. ",no4-11.php
Ryan:," Hey man, you ever think there's gonna be this massive nuclear holocaust, and after all the major nations are destroyed they'll just be the tribes in the jungle that rise up and survive? The jungle war fare's gonna rule the world?",no4-11.php
Michael:," Yeah, maybe. [notices previous girl talking to another guy]",no4-11.php
Ryan:," It's inevitable, right?",no4-11.php
Michael:, Hmm...,no4-11.php
Jim:," [on phone] Please don't pick up, please don't pick up, please don't pick up.",no4-11.php
Hank:, Hello?,no4-11.php
Jim:, Haaank. Is that you?,no4-11.php
Hank:, Yeah. ,no4-11.php
Jim:," Still haven't left the house yet, huh?",no4-11.php
Hank:, I'll get ready to leave. ,no4-11.php
Jim:, Good. Please hurry. ,no4-11.php
Hank:, [on phone] Stop calling me so I can put on my damn socks!,no4-11.php
Jim:, Will do. [hangs up] I'll stop calling.,no4-11.php
Michael:," [on phonne] I am. I am getting out there. Well, no I've asked a lot of girls to dance mom. They're just, it's not... [Ryan is dancing feverishly and falls over] Yes, I shaved above my neck. Oh my God, mom, I gotta go. One of my friends is getting beaten up by some girls. ",no4-11.php
Pam:," Actually, it's kind of too bad we're not coming into work tomorrow. ",no4-11.php
Oscar:, Why?,no4-11.php
Pam:," I bet Michael had some elaborate theme party planned, like Scrambled Egg Saturday. [a few chuckles]",no4-11.php
Toby:," More like ""Everyone let's get your boss laid Saturday."" [more laughs] [Toby puts his hand on Pam's knee, everyone stares, Toby removes his hand] I have an announcement uh, to make. I am moving to Costa Rica. Thought about it for a long time now. And I'm finally gonna do it. So, I'm just gonna hop the fence and jog home now. [runs out of lobby and climbs the fence and jogs away]",no4-11.php
Michael:, [Michael and Troy dragging Ryan out of the club] Those girls really wailed on you bad. ,no4-11.php
Ryan:, Why wouldn't they let me dance? ,no4-11.php
Michael:, Well...,no4-11.php
Troy:, OK I gotta go. Do not take him to a hospital. [runs away],no4-11.php
Michael:, Pretty weird. [Dwight and tall girl run out of club],no4-11.php
Tall Girl #1:, [to Dwight] You have to go with me.,no4-11.php
Dwight:," I do, I have to go.",no4-11.php
Tall Girl #1:," Stay. Stay, please?",no4-11.php
Dwight:," No, I have to go. Good luck against Conn College, alright?",no4-11.php
Tall Girl #1:, Call me. ,no4-11.php
Dwight:, Uh huh. [to Ryan and Michael] I'm not gonna call her. ,no4-11.php
Michael:, Let's go.,no4-11.php
Ryan:, I don't wanna go back in.,no4-11.php
Michael:," I know, here we go. ",no4-11.php
Jim:," [notices cleaning crew coming up to the gate] Cleaning people. Oscar. [everyone starts to walk outside] OK, so all you need to do is explain to them what happened, 'cause I think they can help us. ",no4-11.php
Oscar:, Why are you assuming they only speak Spanish?,no4-11.php
Jim:, I... just... if they speak Spanish. ,no4-11.php
Oscar:," [to cleaning people] Good evening, we locked ourselves in. [women don't respond] Nosotros trabajamos aqui, nos trancamos, OK? ",no4-11.php
Cleaning lady:, Ohh...,no4-11.php
Oscar:, to speak Spanish. ,no4-11.php
Jim:, Lucky us. ,no4-11.php
Ryan:," This is a one time thing, you know that right? [they walk into Ryan's apartment]",no4-11.php
Dwight:, Wow. ,no4-11.php
Michael:, This is it. ,no4-11.php
Dwight:, All right. ,no4-11.php
Michael:, This is where the magic happens.,no4-11.php
Dwight:, Nice. ,no4-11.php
Michael:, Very nice. ,no4-11.php
Ryan:," One of you guys can have the sofa, and one of you guys can have...",no4-11.php
Dwight:, I got sofa. I got sofa. ,no4-11.php
Michael:," Dwight, I'm the boss.",no4-11.php
Dwight:, I got floor. ,no4-11.php
Michael:," Case anyone needs to go to the bathroom in the middle of the night, I don't wannna get my head stepped on. ",no4-11.php
Dwight:," [to Ryan] Do you want me to sing you a song my mother used to sing me, when we were sick?",no4-11.php
Ryan:, No. [Dwight starts singing in German] ,no4-11.php
Michael:," Dwight, shh shh. Dwight. Leave him alone. ",no4-11.php
Dwight:, It's a lullaby. ,no4-11.php
Michael:," Shh. Ryan, Ryan, we're going to take your clothes off. ",no4-11.php
